Date,Open,High,Low,Close,Adj Close,Volume
2014-12-31,111.95999908447266,112.80999755859375,110.91999816894531,111.62000274658203,93.7396469116211,620500
2015-01-02,111.0,112.55999755859375,110.52999877929688,112.18000030517578,94.2099609375,1694200
2015-01-05,110.77999877929688,111.2699966430664,107.0999984741211,107.7300033569336,90.4728012084961,1016500
2015-01-06,107.7300033569336,108.30999755859375,105.30999755859375,106.11000061035156,89.11231231689453,957800
2015-01-07,107.45999908447266,107.77999877929688,105.58999633789062,106.37000274658203,89.3306655883789,710700
2015-01-08,107.4000015258789,108.80000305175781,106.77999877929688,108.66999816894531,91.2622299194336,761900
2015-01-09,108.75,108.94999694824219,106.86000061035156,107.91000366210938,90.62398529052734,683100
2015-01-12,106.6500015258789,106.6500015258789,104.19000244140625,104.88999938964844,88.08773803710938,767100
2015-01-13,105.2699966430664,106.0,103.0,104.02999877929688,87.36551666259766,681900
2015-01-14,103.1500015258789,104.55000305175781,101.33000183105469,104.4000015258789,87.67623138427734,922500
2015-01-15,105.48999786376953,105.81999969482422,102.87000274658203,102.93000030517578,86.44171142578125,854900
2015-01-16,103.4000015258789,106.37999725341797,103.4000015258789,106.29000091552734,89.26347351074219,577500
2015-01-20,105.7699966430664,106.37000274658203,104.43000030517578,106.29000091552734,89.26347351074219,660700
2015-01-21,106.83999633789062,108.45999908447266,106.62000274658203,108.33000183105469,90.97669219970703,660500
2015-01-22,109.26000213623047,109.27999877929688,107.01000213623047,108.87000274658203,91.43020629882812,562600
2015-01-23,108.44000244140625,109.5,107.87999725341797,107.95999908447266,90.66595458984375,493800
2015-01-26,108.5,109.76000213623047,107.43000030517578,109.54000091552734,91.99285888671875,543200
2015-01-27,108.66999816894531,110.0,108.41000366210938,109.4800033569336,91.94246673583984,569100
2015-01-28,109.33000183105469,109.33000183105469,104.94000244140625,105.2300033569336,88.37328338623047,707800
2015-01-29,105.75,106.05999755859375,103.05000305175781,105.41000366210938,88.5244369506836,588600
2015-01-30,104.69999694824219,107.5199966430664,103.88999938964844,106.19999694824219,89.1878662109375,933000
2015-02-02,107.43000030517578,109.58000183105469,106.86000061035156,109.5199966430664,91.97606658935547,936800
2015-02-03,110.94000244140625,113.30999755859375,110.73999786376953,112.79000091552734,94.72223663330078,993300
2015-02-04,111.58000183105469,111.83000183105469,109.94000244140625,110.87000274658203,93.10981750488281,880700
2015-02-05,111.97000122070312,113.2300033569336,111.56999969482422,112.72000122070312,94.66345977783203,557800
2015-02-06,113.5,113.73999786376953,112.19999694824219,112.69999694824219,94.64665985107422,552800
2015-02-09,113.04000091552734,114.20999908447266,112.5999984741211,112.9000015258789,94.81462097167969,634900
2015-02-10,113.27999877929688,113.27999877929688,110.68000030517578,112.48999786376953,94.47029113769531,617700
2015-02-11,111.22000122070312,112.19999694824219,110.44000244140625,111.83000183105469,93.91603088378906,737500
2015-02-12,113.25,113.94999694824219,112.68000030517578,113.44000244140625,95.26812744140625,619900
2015-02-13,114.55000305175781,115.86000061035156,114.33000183105469,115.76000213623047,97.21648406982422,585700
2015-02-17,115.58000183105469,116.30000305175781,114.5,116.1500015258789,97.54400634765625,524100
2015-02-18,115.30999755859375,115.63999938964844,114.3499984741211,114.5999984741211,96.24230194091797,446100
2015-02-19,112.19000244140625,114.58000183105469,111.63999938964844,113.86000061035156,95.62084197998047,496700
2015-02-20,113.77999877929688,114.16999816894531,112.48999786376953,113.41000366210938,95.24292755126953,436500
2015-02-23,112.44000244140625,113.68000030517578,111.91999816894531,112.87000274658203,94.78943634033203,419300
2015-02-24,113.47000122070312,113.86000061035156,112.4800033569336,113.01000213623047,94.9070053100586,327300
2015-02-25,113.2300033569336,113.91000366210938,112.62999725341797,113.73999786376953,95.52007293701172,314600
2015-02-26,113.29000091552734,113.29000091552734,111.13999938964844,111.75,93.84884643554688,427400
