Date,Open,High,Low,Close,Adj Close,Volume
2014-12-31,111.730003,112.160004,111.709999,112.010002,101.872086,493100
2015-01-02,112.220001,112.760002,112.220001,112.730003,102.526917,714500
2015-01-05,112.760002,113.040001,112.680000,112.820000,102.608749,866400
2015-01-06,113.040001,113.540001,112.730003,112.830002,102.617867,1043400
2015-01-07,112.589996,112.959999,112.360001,112.919998,102.699699,682500
2015-01-08,112.730003,112.870003,112.599998,112.739998,102.536003,567600
2015-01-09,112.620003,113.180000,112.610001,113.080002,102.845215,467400
2015-01-12,112.959999,113.150002,112.839996,113.050003,102.817947,421600
2015-01-13,112.580002,112.959999,112.500000,112.870003,102.654274,345300
2015-01-14,113.250000,113.680000,113.250000,113.540001,103.263618,450900
2015-01-15,113.709999,114.459999,113.690002,114.440002,104.082130,691300
2015-01-16,114.260002,114.430000,113.800003,113.800003,103.500061,1520200
2015-01-20,113.940002,114.360001,113.900002,114.070000,103.745621,654800
2015-01-21,114.099998,114.320000,113.529999,113.599998,103.318192,664300
2015-01-22,113.959999,113.970001,113.120003,113.629997,103.345467,676100
2015-01-23,114.000000,114.339996,113.980003,114.320000,103.972992,727100
2015-01-26,114.199997,114.370003,113.959999,114.129997,103.800186,368100
2015-01-27,114.459999,114.610001,114.320000,114.489998,104.127609,368700
2015-01-28,114.510002,115.070000,114.449997,114.930000,104.527794,426200
2015-01-29,114.709999,114.870003,114.470001,114.800003,104.409569,309700
2015-01-30,115.480003,115.709999,115.239998,115.629997,105.164436,1206900
2015-02-02,115.489998,115.760002,115.379997,115.550003,105.091667,1182900
2015-02-03,115.129997,115.160004,114.889999,115.019997,104.609665,1465900
2015-02-04,114.709999,115.330002,114.559998,115.260002,104.827919,531700
2015-02-05,115.029999,115.070000,114.680000,114.760002,104.373184,341500
2015-02-06,114.010002,114.180000,113.690002,113.860001,103.554626,556300
2015-02-09,113.980003,114.040001,113.660004,113.660004,103.372726,360200
2015-02-10,113.699997,113.750000,113.190002,113.279999,103.027138,457700
2015-02-11,113.300003,113.330002,112.800003,113.070000,102.836128,1501500
2015-02-12,113.070000,113.379997,112.860001,112.889999,102.672417,464000
2015-02-13,112.900002,112.949997,112.620003,112.660004,102.463264,506800
2015-02-17,112.510002,112.660004,111.940002,112.089996,101.944832,639800
2015-02-18,112.279999,112.839996,112.070000,112.559998,102.372314,586100
2015-02-19,112.349998,112.589996,112.230003,112.470001,102.290428,606600
2015-02-20,112.739998,113.000000,112.309998,112.480003,102.299538,505900
2015-02-23,112.599998,112.790001,112.529999,112.690002,102.490524,290100
2015-02-24,112.599998,113.430000,112.419998,113.370003,103.108994,504300
2015-02-25,113.330002,113.629997,113.120003,113.559998,103.281784,419800
2015-02-26,113.839996,113.989998,113.470001,113.480003,103.209023,532700
2015-02-27,113.870003,114.150002,113.529999,114.139999,103.809296,599500
2015-03-02,114.050003,114.050003,113.169998,113.209999,102.963463,960100
2015-03-03,113.190002,113.480003,113.169998,113.370003,103.108994,3945400
2015-03-04,113.540001,113.699997,113.300003,113.480003,103.209023,445200
2015-03-05,113.449997,113.550003,113.029999,113.279999,103.027138,429600
2015-03-06,112.580002,112.620003,111.930000,111.970001,101.835732,494000
2015-03-09,112.209999,112.269997,111.790001,111.800003,101.681107,660800
2015-03-10,111.889999,112.050003,111.779999,111.930000,101.799339,708500
2015-03-11,112.089996,112.180000,111.889999,112.120003,101.972145,360900
2015-03-12,112.330002,112.440002,111.790001,111.870003,101.744766,366300
2015-03-13,111.699997,111.870003,111.510002,111.510002,101.417313,291200
2015-03-16,111.910004,111.930000,111.500000,111.669998,101.562866,305400
2015-03-17,111.610001,111.800003,111.500000,111.779999,101.662910,287700
2015-03-18,111.970001,113.550003,111.830002,113.489998,103.218124,518700
2015-03-19,113.389999,113.690002,112.930000,113.419998,103.154449,390400
2015-03-20,113.690002,113.790001,113.529999,113.760002,103.463692,370700
2015-03-23,113.769997,113.860001,113.540001,113.709999,103.418213,402200
2015-03-24,113.940002,114.330002,113.849998,114.260002,103.918442,323300
2015-03-25,114.540001,114.610001,114.169998,114.230003,103.891182,369400
2015-03-26,114.230003,114.230003,113.519997,113.620003,103.336380,502800
2015-03-27,113.760002,113.889999,113.559998,113.669998,103.381828,522400
2015-03-30,113.669998,113.669998,113.269997,113.330002,103.072624,385500
2015-03-31,113.209999,113.680000,113.029999,113.589996,103.309067,450300
2015-04-01,114.080002,114.519997,114.010002,114.470001,104.109421,910600
2015-04-02,114.349998,114.449997,114.019997,114.050003,103.727463,1088300
2015-04-06,114.790001,114.889999,114.339996,114.500000,104.136703,708600
2015-04-07,114.349998,114.769997,114.279999,114.750000,104.364067,360100
2015-04-08,114.349998,114.559998,114.099998,114.470001,104.109421,966400
2015-04-09,114.449997,114.470001,113.970001,114.059998,103.736542,369200
2015-04-10,114.180000,114.260002,113.870003,113.949997,103.636497,399100
2015-04-13,113.790001,114.040001,113.769997,113.980003,103.663780,305700
2015-04-14,114.419998,114.599998,114.199997,114.279999,103.936630,328400
2015-04-15,114.519997,114.720001,114.430000,114.629997,104.254936,477900
2015-04-16,114.500000,114.790001,114.220001,114.760002,104.373184,362700
2015-04-17,114.870003,115.589996,114.849998,115.489998,105.037094,7973900
2015-04-20,115.300003,115.360001,115.059998,115.180000,104.755180,806100
2015-04-21,114.980003,115.099998,114.669998,114.769997,104.382278,2082000
2015-04-22,114.660004,114.690002,114.150002,114.239998,103.900238,360900
2015-04-23,114.320000,114.730003,114.290001,114.529999,104.164009,545200
2015-04-24,114.760002,115.029999,114.739998,115.019997,104.609665,405400
2015-04-27,115.010002,115.190002,114.849998,115.040001,104.627831,875900
2015-04-28,114.690002,114.910004,114.349998,114.379997,104.027580,1152900
2015-04-29,114.070000,114.410004,113.820000,114.169998,103.836578,583800
2015-04-30,114.040001,114.430000,113.779999,114.360001,104.009384,674700
2015-05-01,114.150002,114.230003,113.720001,113.889999,103.581902,939700
2015-05-04,113.959999,114.040001,113.309998,113.449997,103.181740,1155200
2015-05-05,113.580002,113.589996,113.050003,113.400002,103.136284,516400
2015-05-06,113.209999,113.220001,112.360001,112.489998,102.308632,1082200
2015-05-07,112.669998,113.010002,112.510002,112.779999,102.572388,353400
2015-05-08,113.470001,113.589996,113.160004,113.250000,102.999847,650700
2015-05-11,112.879997,112.889999,112.180000,112.220001,102.063087,656700
2015-05-12,112.160004,112.540001,112.040001,112.330002,102.163124,477800
2015-05-13,112.730003,112.790001,112.160004,112.160004,102.008484,391100
2015-05-14,112.330002,112.629997,112.230003,112.370003,102.199509,493800
2015-05-15,112.660004,113.199997,112.599998,113.150002,102.908913,289500
2015-05-18,112.769997,112.800003,112.459999,112.550003,102.363213,463400
2015-05-19,111.910004,112.389999,111.900002,112.010002,101.872086,393200
2015-05-20,112.250000,112.669998,112.129997,112.309998,102.144905,391400
2015-05-21,112.470001,112.839996,112.470001,112.739998,102.536003,498800
2015-05-22,112.970001,113.000000,112.660004,112.930000,102.708809,468900
2015-05-26,112.849998,113.199997,112.800003,113.019997,102.790680,408200
2015-05-27,112.830002,112.980003,112.639999,112.919998,102.699699,377300
2015-05-28,112.769997,112.910004,112.589996,112.849998,102.636040,377300
2015-05-29,113.089996,113.459999,113.040001,113.209999,102.963463,561300
2015-06-01,113.059998,113.110001,112.430000,112.510002,102.326828,1019100
2015-06-02,112.239998,112.260002,111.989998,112.050003,101.908455,1524800
2015-06-03,111.610001,111.690002,111.129997,111.360001,101.280907,564500
2015-06-04,111.540001,111.889999,111.489998,111.669998,101.562866,304400
2015-06-05,111.180000,111.580002,111.080002,111.360001,101.280907,295100
2015-06-08,111.610001,111.650002,111.400002,111.510002,101.417313,288500
2015-06-09,111.379997,111.449997,111.110001,111.260002,101.189980,311100
2015-06-10,111.180000,111.250000,110.750000,110.860001,100.826157,417900
2015-06-11,111.139999,111.430000,110.989998,111.410004,101.326393,427900
2015-06-12,111.290001,111.769997,111.269997,111.470001,101.380943,376300
2015-06-15,111.779999,111.879997,111.510002,111.830002,101.708382,298800
2015-06-16,112.010002,112.489998,111.910004,112.489998,102.308632,374400
2015-06-17,112.279999,112.650002,111.790001,112.620003,102.426880,867000
2015-06-18,112.120003,112.370003,111.970001,112.349998,102.181297,394900
2015-06-19,112.360001,112.739998,112.360001,112.610001,102.417763,446200
2015-06-22,112.290001,112.440002,112.019997,112.110001,101.963020,373800
2015-06-23,111.750000,112.169998,111.660004,111.860001,101.735649,407400
2015-06-24,111.959999,112.220001,111.849998,112.059998,101.917549,502800
2015-06-25,111.949997,112.099998,111.790001,111.940002,101.808411,402100
2015-06-26,111.559998,111.650002,111.370003,111.440002,101.353683,370300
2015-06-29,111.849998,112.410004,111.680000,112.260002,102.099449,564800
2015-06-30,112.080002,112.570000,112.050003,112.050003,101.908455,384600
2015-07-01,111.709999,111.940002,111.620003,111.639999,101.535591,1317500
2015-07-02,112.019997,112.309998,111.900002,112.129997,101.981201,850300
2015-07-06,112.580002,112.760002,112.250000,112.570000,102.381401,634400
2015-07-07,113.029999,113.290001,112.820000,112.940002,102.717896,995200
2015-07-08,113.110001,113.139999,112.849998,113.080002,102.845215,1842700
2015-07-09,112.690002,112.769997,112.309998,112.349998,102.181297,461300
2015-07-10,111.830002,112.089996,111.650002,111.820000,101.699295,699500
2015-07-13,111.510002,111.800003,111.419998,111.430000,101.344574,410400
2015-07-14,111.559998,111.720001,111.459999,111.610001,101.508286,359600
2015-07-15,111.599998,112.029999,111.500000,111.919998,101.790215,361100
2015-07-16,111.809998,112.169998,111.669998,112.059998,101.917549,716700
2015-07-17,111.889999,112.129997,111.889999,112.019997,101.881149,228400
2015-07-20,111.769997,111.870003,111.580002,111.720001,101.608337,355200
2015-07-21,111.650002,112.059998,111.589996,111.980003,101.844833,679900
2015-07-22,112.019997,112.309998,111.989998,112.029999,101.890266,320300
2015-07-23,111.959999,112.320000,111.910004,112.220001,102.063087,321000
2015-07-24,112.339996,112.360001,111.910004,112.099998,101.953941,632000
2015-07-27,112.370003,112.449997,112.129997,112.330002,102.163124,397000
2015-07-28,112.080002,112.250000,112.000000,112.059998,101.917549,389000
2015-07-29,112.019997,112.209999,111.820000,112.050003,101.908455,382700
2015-07-30,112.190002,112.360001,112.099998,112.209999,102.053993,290600
2015-07-31,112.550003,112.709999,112.449997,112.650002,102.454147,299000
2015-08-03,112.589996,112.680000,112.419998,112.550003,102.363213,1030500
2015-08-04,112.419998,112.500000,111.889999,111.919998,101.790215,2022400
2015-08-05,111.830002,111.870003,111.540001,111.570000,101.471909,424000
2015-08-06,111.599998,111.790001,111.480003,111.769997,101.653824,372200
2015-08-07,111.800003,112.209999,111.699997,112.080002,101.935745,475800
2015-08-10,111.910004,112.000000,111.830002,111.919998,101.790215,486700
2015-08-11,112.139999,112.500000,112.099998,112.379997,102.208580,1401500
2015-08-12,112.500000,112.839996,112.050003,112.120003,101.972145,461400
2015-08-13,111.720001,111.910004,111.540001,111.820000,101.699295,447700
2015-08-14,111.660004,111.959999,111.599998,111.699997,101.590134,1885400
2015-08-17,111.970001,112.089996,111.680000,111.690002,101.581047,393200
2015-08-18,111.470001,111.680000,111.389999,111.419998,101.335503,394900
2015-08-19,111.150002,111.910004,111.059998,111.800003,101.681107,500500
2015-08-20,111.760002,112.169998,111.610001,112.110001,101.963020,552300
2015-08-21,112.040001,112.209999,111.860001,112.150002,101.999413,586300
2015-08-24,112.580002,112.839996,111.639999,111.760002,101.644699,960300
2015-08-25,111.610001,111.739998,111.239998,111.489998,101.399162,1027200
2015-08-26,111.160004,111.669998,110.769997,110.820000,100.789803,562100
2015-08-27,111.129997,111.599998,111.089996,111.360001,101.280907,601600
