,RF,Log,SVM,XGB,stack
0,-0.008000000000000007,-0.02400000000000002,0.0,-0.05600000000000005,-0.016000000000000014
1,-0.008000000000000007,0.01200000000000001,-0.02400000000000002,-0.008000000000000007,-0.01200000000000001
2,-0.0040000000000000036,-0.08400000000000007,-0.03200000000000003,-0.07200000000000006,0.0
3,0.0040000000000000036,-0.01200000000000001,-0.016000000000000014,-0.028000000000000025,0.0
4,0.0119999999999999,-0.03600000000000003,-0.07600000000000007,-0.03200000000000003,0.0
5,0.0,-0.11199999999999999,0.0,-0.05599999999999994,0.0
6,0.01200000000000001,-0.02400000000000002,0.0,-0.016000000000000014,0.0
7,-0.01200000000000001,-0.0040000000000000036,0.0,0.0040000000000000036,0.0
8,-0.0040000000000000036,-0.04399999999999993,-0.015999999999999903,-0.08799999999999997,-0.015999999999999903
9,-0.008000000000000007,-0.124,0.0,-0.08799999999999997,-0.0040000000000000036
10,0.01200000000000001,-0.02400000000000002,0.0,-0.040000000000000036,0.0
11,0.0039999999999998925,-0.07600000000000007,0.0,-0.03600000000000003,0.0
12,0.0,0.01200000000000001,0.0,-0.0040000000000000036,0.0
13,-0.01200000000000001,-0.12,-0.15199999999999997,-0.124,0.0
14,-0.0040000000000000036,-0.03600000000000003,0.0,-0.0040000000000000036,0.0
15,-0.04399999999999993,-0.027999999999999914,0.016000000000000014,-0.06399999999999995,-0.027999999999999914
16,0.008000000000000007,-0.020000000000000018,0.0,0.0040000000000000036,0.0
17,-0.016000000000000014,-0.03199999999999997,0.0,-0.020000000000000018,0.0
18,-0.03200000000000003,-0.028000000000000025,0.008000000000000007,-0.04400000000000004,0.0040000000000000036
19,0.0,-0.035999999999999976,-0.01200000000000001,0.01200000000000001,0.0
20,-0.020000000000000018,-0.020000000000000018,0.0,-0.040000000000000036,0.0
21,0.015999999999999903,-0.028000000000000025,0.0,-0.040000000000000036,0.0
22,-0.01200000000000001,-0.05999999999999994,0.0,-0.01200000000000001,0.0
23,0.0040000000000000036,-0.07599999999999996,-0.05599999999999994,-0.06799999999999995,0.0
24,0.008000000000000007,-0.040000000000000036,0.0,-0.008000000000000007,0.0
25,-0.03200000000000003,-0.09999999999999998,-0.08399999999999996,-0.08799999999999997,0.0
26,0.0,0.01200000000000001,0.0,-0.02400000000000002,0.0
27,0.0,-0.04799999999999993,0.0,0.0,0.0
28,-0.0040000000000000036,-0.12799999999999995,0.0,-0.015999999999999903,0.0
29,-0.008000000000000007,-0.04800000000000004,0.0,0.0040000000000000036,0.0
30,0.0,-0.07600000000000001,-0.03600000000000003,0.020000000000000018,0.0
31,-0.0040000000000000036,-0.03600000000000003,0.0,-0.028000000000000025,0.0
32,0.01200000000000001,-0.03600000000000003,-0.020000000000000018,-0.008000000000000007,0.0
33,-0.03600000000000003,-0.12,-0.03200000000000003,-0.12,0.0
34,-0.0040000000000000036,-0.03600000000000003,0.0,-0.06,0.0
35,-0.03200000000000003,-0.040000000000000036,0.0,-0.040000000000000036,0.0040000000000000036
36,0.008000000000000007,-0.04400000000000004,0.008000000000000007,-0.008000000000000007,0.0
37,-0.0040000000000000036,-0.01200000000000001,-0.01200000000000001,-0.01200000000000001,0.0
38,-0.028000000000000025,-0.08000000000000002,0.0,-0.06800000000000006,0.0
39,0.0,-0.04800000000000004,0.0,-0.028000000000000025,0.0
40,0.0040000000000000036,-0.06399999999999995,0.0,0.0040000000000000036,0.0
41,-0.007999999999999896,-0.08399999999999996,0.0,-0.10799999999999993,0.0
42,-0.016000000000000014,-0.04400000000000004,0.0,-0.008000000000000007,-0.0040000000000000036
43,-0.008000000000000007,-0.016000000000000014,0.0,-0.0040000000000000036,0.0
44,-0.0040000000000000036,-0.03600000000000003,0.0,-0.04800000000000004,0.0
45,-0.015999999999999903,-0.05999999999999994,-0.03599999999999992,-0.027999999999999914,0.0
46,0.008000000000000007,-0.06000000000000005,-0.020000000000000018,-0.02400000000000002,0.0
47,-0.07999999999999996,-0.07999999999999996,-0.03199999999999992,-0.04799999999999993,0.0040000000000000036
48,-0.0040000000000000036,-0.10800000000000004,-0.03200000000000003,-0.04400000000000004,0.0
49,-0.06400000000000006,-0.05600000000000005,-0.07200000000000006,-0.01200000000000001,0.0119999999999999
50,-0.02400000000000002,-0.06000000000000005,-0.028000000000000025,-0.020000000000000018,0.0
51,-0.03600000000000003,-0.06800000000000006,-0.06000000000000005,-0.040000000000000036,0.0
52,-0.0040000000000000036,-0.09600000000000003,-0.040000000000000036,-0.06400000000000006,0.0
53,0.0040000000000000036,-0.016000000000000014,0.0,0.0,0.0
54,-0.01200000000000001,-0.09999999999999998,0.0,-0.07999999999999996,0.0
55,-0.03600000000000003,-0.06800000000000006,0.0,-0.028000000000000025,0.0
56,0.0040000000000000036,-0.015999999999999903,-0.007999999999999896,-0.007999999999999896,0.0
57,-0.008000000000000007,-0.08799999999999997,0.0,-0.04799999999999993,0.0
58,-0.016000000000000014,0.020000000000000018,0.0,0.051999999999999935,0.0
59,0.01200000000000001,-0.11999999999999994,-0.11999999999999994,-0.10799999999999998,0.0
