,RF1,RF2,RF3,RF4,RF5,LOG1,LOG2,LOG3,LOG4,LOG5,SVM1,SVM2,SVM3,SVM4,SVM5,STACK1,STACK2,STACK3,STACK4,STACK5
10,0.04400000000000004,0.01200000000000001,-0.0040000000000000036,-0.02799999999999997,0.04400000000000004,-0.06,0.040000000000000036,0.02400000000000002,-0.02799999999999997,0.04400000000000004,-0.05199999999999999,0.0040000000000000036,0.07599999999999996,0.052000000000000046,-0.007999999999999952,0.0040000000000000036,0.01200000000000001,0.040000000000000036,0.0,0.020000000000000018
11,0.020000000000000018,-0.02400000000000002,-0.016000000000000014,-0.052000000000000046,-0.064,0.0,-0.020000000000000018,0.0,-0.040000000000000036,-0.03600000000000003,0.0,0.016000000000000014,0.020000000000000018,-0.05600000000000005,-0.0040000000000000036,-0.028000000000000025,-0.07200000000000001,-0.06400000000000006,0.0,-0.04400000000000004
12,-0.0040000000000000036,0.02400000000000002,0.04799999999999999,-0.019999999999999962,0.043999999999999984,-0.068,-0.016000000000000014,0.043999999999999984,0.03600000000000003,0.05199999999999999,0.0,0.0040000000000000036,0.10799999999999993,0.0,0.043999999999999984,-0.02400000000000002,-0.016000000000000014,0.03199999999999997,0.0,0.064
13,0.0,0.01200000000000001,0.03600000000000003,-0.05600000000000005,0.04400000000000004,-0.04800000000000004,-0.01200000000000001,0.020000000000000018,-0.09200000000000003,0.040000000000000036,-0.04400000000000004,-0.0040000000000000036,0.07999999999999996,-0.03600000000000003,0.03600000000000003,-0.01200000000000001,0.016000000000000014,0.03600000000000003,0.0,0.03200000000000003
14,0.01200000000000001,-0.03600000000000003,-0.008000000000000007,-0.0040000000000000036,0.008000000000000007,-0.03200000000000003,-0.06000000000000005,0.04800000000000004,-0.06000000000000005,0.016000000000000014,0.0,-0.07200000000000001,0.03600000000000003,-0.052000000000000046,0.008000000000000007,0.0,-0.04800000000000004,-0.0040000000000000036,0.008000000000000007,0.008000000000000007
15,-0.02400000000000002,-0.016000000000000014,-0.01200000000000001,-0.0040000000000000036,0.09600000000000003,-0.035999999999999976,-0.016000000000000014,-0.03999999999999998,-0.03200000000000003,0.05199999999999999,-0.043999999999999984,-0.04800000000000004,0.020000000000000018,0.0,0.09600000000000003,0.0,-0.03200000000000003,-0.008000000000000007,0.0,0.068
16,-0.02400000000000002,0.03199999999999997,-0.02400000000000002,-0.02400000000000002,0.08400000000000002,-0.04400000000000004,0.04799999999999999,-0.0040000000000000036,0.008000000000000007,0.08400000000000002,0.0040000000000000036,0.043999999999999984,0.03200000000000003,0.0,0.14399999999999996,-0.028000000000000025,0.043999999999999984,0.0040000000000000036,0.01200000000000001,0.14399999999999996
17,-0.020000000000000018,0.01200000000000001,0.016000000000000014,-0.020000000000000018,0.08800000000000002,-0.08000000000000002,-0.020000000000000018,0.01200000000000001,-0.020000000000000018,0.008000000000000007,-0.052000000000000046,-0.03199999999999997,0.0,0.0,0.10400000000000004,0.0040000000000000036,0.01200000000000001,-0.028000000000000025,0.0,0.08800000000000002
18,-0.007999999999999952,-0.020000000000000018,0.0,-0.052000000000000046,0.10000000000000003,-0.0040000000000000036,0.03600000000000003,0.028000000000000025,-0.10000000000000003,0.04799999999999999,-0.0040000000000000036,0.05999999999999994,-0.016000000000000014,-0.016000000000000014,0.10400000000000004,0.0,-0.02400000000000002,0.008000000000000007,-0.016000000000000014,0.12400000000000005
19,-0.028000000000000025,0.008000000000000007,0.04400000000000004,-0.05199999999999999,0.028000000000000025,-0.040000000000000036,-0.040000000000000036,0.06800000000000006,-0.03999999999999998,-0.02799999999999997,-0.03600000000000003,-0.06,0.04800000000000004,-0.043999999999999984,-0.035999999999999976,-0.02400000000000002,-0.028000000000000025,-0.003999999999999948,0.0,0.008000000000000007
20,0.0,0.020000000000000018,-0.043999999999999984,0.020000000000000018,-0.08400000000000002,-0.05199999999999999,0.02400000000000002,0.008000000000000007,-0.06400000000000006,-0.09600000000000003,-0.0040000000000000036,0.040000000000000036,0.016000000000000014,0.0,-0.068,-0.008000000000000007,0.008000000000000007,-0.04799999999999999,-0.008000000000000007,-0.07200000000000001
21,-0.02400000000000002,0.0,0.07600000000000007,-0.03999999999999998,-0.020000000000000018,-0.05199999999999999,0.0,0.02400000000000002,-0.02799999999999997,-0.03999999999999998,0.0,0.0040000000000000036,0.04400000000000004,-0.01200000000000001,0.0,0.0,0.0,0.02400000000000002,0.0,-0.035999999999999976
22,-0.08000000000000002,0.01599999999999996,-0.068,0.0,0.068,-0.09200000000000003,0.02799999999999997,0.008000000000000007,-0.028000000000000025,0.05199999999999999,-0.040000000000000036,0.0,0.04399999999999993,-0.068,0.12799999999999995,-0.040000000000000036,0.0,-0.02400000000000002,0.0,0.12000000000000005
23,0.04799999999999999,0.016000000000000014,0.06000000000000005,-0.03200000000000003,-0.0040000000000000036,-0.04800000000000004,0.03200000000000003,0.01200000000000001,-0.052000000000000046,-0.07200000000000001,0.0,0.0040000000000000036,0.028000000000000025,-0.040000000000000036,0.0,0.0,0.03600000000000003,0.0,0.0,-0.016000000000000014
24,-0.02400000000000002,0.008000000000000007,0.0,0.0040000000000000036,0.028000000000000025,-0.04400000000000004,-0.02400000000000002,-0.02400000000000002,0.016000000000000014,0.052000000000000046,-0.03200000000000003,0.020000000000000018,0.03600000000000003,0.0,0.028000000000000025,0.01200000000000001,-0.008000000000000007,-0.040000000000000036,0.0,0.040000000000000036
25,-0.04400000000000004,-0.12000000000000005,0.008000000000000007,-0.016000000000000014,-0.06400000000000006,-0.07200000000000001,-0.06400000000000006,-0.008000000000000007,0.0,-0.028000000000000025,0.0040000000000000036,-0.15200000000000002,0.05600000000000005,0.0,-0.0040000000000000036,0.0,-0.12800000000000006,-0.016000000000000014,-0.008000000000000007,-0.07200000000000001
26,0.0,-0.043999999999999984,-0.03600000000000003,0.03199999999999992,0.03200000000000003,0.0040000000000000036,0.040000000000000036,0.03600000000000003,-0.03600000000000003,0.06000000000000005,0.0,0.03600000000000003,0.008000000000000007,0.008000000000000007,0.06400000000000006,0.0,0.0040000000000000036,-0.020000000000000018,-0.01200000000000001,0.04800000000000004
27,-0.06400000000000006,0.01200000000000001,0.0040000000000000036,-0.011999999999999955,0.008000000000000007,-0.09600000000000003,-0.01200000000000001,-0.01599999999999996,-0.04799999999999999,-0.016000000000000014,-0.04400000000000004,0.01200000000000001,0.03600000000000003,0.0,0.008000000000000007,-0.06000000000000005,-0.01200000000000001,-0.03199999999999997,-0.007999999999999952,-0.02400000000000002
28,0.028000000000000025,0.06000000000000005,0.0,-0.05199999999999999,0.055999999999999994,-0.043999999999999984,0.052000000000000046,0.02400000000000002,-0.020000000000000018,0.05199999999999999,0.02400000000000002,0.03200000000000003,0.052000000000000046,-0.020000000000000018,0.068,0.0,0.0,0.0040000000000000036,0.02400000000000002,0.09600000000000003
29,0.01200000000000001,-0.020000000000000018,-0.03200000000000003,-0.008000000000000007,-0.020000000000000018,-0.04800000000000004,-0.06400000000000006,0.05599999999999994,-0.008000000000000007,-0.020000000000000018,-0.008000000000000007,-0.068,0.040000000000000036,0.0040000000000000036,-0.020000000000000018,-0.01200000000000001,-0.052000000000000046,-0.0040000000000000036,0.016000000000000014,-0.016000000000000014
30,-0.040000000000000036,0.03200000000000003,0.07600000000000007,0.0040000000000000036,0.03600000000000003,-0.04799999999999999,0.03200000000000003,0.06800000000000006,-0.02400000000000002,-0.02400000000000002,-0.02400000000000002,0.020000000000000018,0.10399999999999998,0.0,-0.0040000000000000036,0.0,-0.035999999999999976,0.04800000000000004,0.0,-0.016000000000000014
31,-0.043999999999999984,0.03200000000000003,0.02799999999999997,-0.06,0.043999999999999984,-0.043999999999999984,0.04800000000000004,0.04799999999999999,-0.055999999999999994,0.05199999999999999,-0.01200000000000001,0.0,0.023999999999999966,0.0,0.08400000000000002,0.0,0.04800000000000004,0.0,0.01200000000000001,0.13199999999999995
32,-0.03200000000000003,0.0,0.0,-0.03200000000000003,-0.055999999999999994,-0.055999999999999994,0.028000000000000025,-0.016000000000000014,0.0,-0.028000000000000025,-0.03600000000000003,0.0,0.040000000000000036,0.0,-0.03200000000000003,0.016000000000000014,0.0,-0.06,-0.0040000000000000036,-0.03200000000000003
33,0.02799999999999997,0.04800000000000004,0.008000000000000007,-0.04799999999999999,0.0040000000000000036,0.05199999999999999,0.040000000000000036,0.04800000000000004,-0.02799999999999997,-0.052000000000000046,-0.01200000000000001,0.016000000000000014,0.06000000000000005,-0.04799999999999999,0.03199999999999997,0.0040000000000000036,0.06000000000000005,0.0,0.0,-0.01200000000000001
34,-0.08000000000000002,0.016000000000000014,0.07200000000000006,-0.043999999999999984,0.03200000000000003,-0.11600000000000005,0.0,0.02400000000000002,-0.0040000000000000036,-0.023999999999999966,-0.052000000000000046,-0.0040000000000000036,0.06800000000000006,0.0,0.01200000000000001,0.0,-0.016000000000000014,0.0,0.0,0.03200000000000003
35,-0.051999999999999935,-0.0040000000000000036,-0.0040000000000000036,-0.008000000000000007,0.040000000000000036,-0.09599999999999997,-0.016000000000000014,-0.05600000000000005,-0.028000000000000025,-0.019999999999999962,-0.09999999999999998,-0.02799999999999997,-0.008000000000000007,-0.008000000000000007,0.020000000000000018,-0.015999999999999903,0.03200000000000003,-0.08800000000000002,-0.0040000000000000036,0.040000000000000036
36,-0.04400000000000004,-0.035999999999999976,-0.05199999999999999,-0.016000000000000014,0.064,-0.09600000000000003,-0.02799999999999997,-0.008000000000000007,-0.020000000000000018,0.0040000000000000036,0.0,-0.055999999999999994,0.01200000000000001,-0.03200000000000003,0.01599999999999996,-0.020000000000000018,-0.055999999999999994,-0.06,-0.03600000000000003,0.08800000000000002
37,0.003999999999999948,-0.03600000000000003,0.028000000000000025,-0.01200000000000001,0.11599999999999994,-0.0040000000000000036,0.0,0.020000000000000018,-0.028000000000000025,0.08800000000000002,0.0,-0.02400000000000002,0.08399999999999996,0.0040000000000000036,0.06,-0.0040000000000000036,-0.07600000000000001,0.008000000000000007,0.0,0.09600000000000003
38,0.03999999999999998,-0.02400000000000002,0.07600000000000007,-0.055999999999999994,0.016000000000000014,-0.0040000000000000036,-0.02400000000000002,0.03600000000000003,-0.0040000000000000036,0.020000000000000018,0.0,-0.04799999999999999,0.06400000000000006,0.0,0.01200000000000001,0.0,0.0,0.040000000000000036,0.016000000000000014,0.03200000000000003
39,0.020000000000000018,0.0040000000000000036,0.008000000000000007,-0.02799999999999997,-0.008000000000000007,0.0,0.008000000000000007,0.07600000000000007,-0.007999999999999952,-0.02400000000000002,-0.019999999999999962,-0.03199999999999997,0.09199999999999997,0.020000000000000018,0.016000000000000014,0.0,0.0,0.03600000000000003,0.0,-0.020000000000000018
